562	3	3	4	.	3
563	3	3	3	.	4
564	4	1	4	.	1
565	2	3	4	.	4
566	5	2	4	.	1
567	1	2	5	.	4
568	3	3	3	.	1
569	4	4	5	.	3
570	5	4	2	.	4
571	5	2	5	.	3
572	3	3	5	.	4
573	1	4	4	.	3
574	5	3	1	.	.
575	5	5	1	.	1
576	3	4	4	.	4
577	1	1	5	.	3
578	5	5	5	.	1
579	2	3	3	.	1
580	1	1	5	.	1
581	5	1	5	.	3
582	4	3	3	.	1
583	2	3	3	.	1
584	5	4	5	.	1
585	3	5	3	.	1
586	2	2	4	.	4
587	3	3	4	.	4
588	4	4	5	.	.
589	5	4	5	.	4
590	3	3	4	.	4
591	3	2	5	.	3
592	5	5	4	.	4
593	5	2	4	.	1
594	4	3	3	.	4
595	2	2	5	.	4
596	5	4	4	.	1
597	.	.	4	.	3
598	5	4	5	.	.
599	5	3	3	.	1
600	4	4	5	.	4
601	1	1	5	.	3
602	5	3	4	.	1
603	1	2	5	.	4
604	1	1	4	.	3
605	4	4	3	.	1
606	1	3	5	.	1
607	2	4	5	.	1
608	1	4	3	.	4
609	3	4	5	.	1
610	3	5	3	.	3
611	2	5	3	.	1
612	1	4	2	.	4
613	2	3	3	.	.
614	.	3	.	.	4
615	1	1	5	.	3
616	1	3	5	.	3
617	3	3	3	.	1
618	3	4	4	.	2
619	2	.	5	.	4
620	2	3	4	.	1
621	5	4	4	.	1
622	5	3	5	.	4
623	.	3	5	.	.
624	3	2	5	.	1
625	2	2	4	.	3
626	3	4	3	.	1
627	4	3	5	.	1
628	3	3	5	.	1
629	4	3	3	.	1
630	.	3	4	.	.
631	3	3	4	.	1
632	4	4	4	.	1
633	3	3	5	.	1
634	2	3	3	.	1
635	1	1	4	.	3
636	5	1	.	.	.
637	4	5	3	.	1
638	4	5	.	.	1
639	4	4	2	.	1
640	4	3	5	.	1
641	.	.	4	.	4
642	3	5	5	.	1
643	2	3	5	.	3
644	3	3	4	.	1
645	3	3	4	.	4
646	3	3	4	.	4
647	1	1	5	.	4
648	5	3	5	.	1
649	5	5	5	.	1
650	4	3	4	.	4
651	4	5	4	.	4
652	3	3	1	.	3
653	1	3	5	.	4
654	1	3	4	.	1
655	4	4	4	.	4
656	2	2	5	.	4
657	4	4	5	.	4
658	3	3	3	.	4
659	4	4	2	.	4
660	3	2	5	.	4
661	2	2	5	.	1
662	3	2	4	.	4
663	2	3	3	.	4
664	3	4	5	.	4
665	3	4	4	.	2
666	1	1	3	.	4
667	4	5	3	.	.
668	5	1	5	.	4
669	3	3	4	.	.
670	3	3	4	.	3
671	5	5	.	.	3
672	3	4	5	.	2
673	3	3	3	.	1
674	3	2	5	.	3
675	2	3	4	.	3
676	5	4	4	.	4
677	3	3	3	.	1
678	1	1	5	.	.
679	3	5	3	.	2
680	1	2	4	.	4
681	.	5	.	.	3
682	3	5	3	.	1
683	5	5	4	.	1
684	1	1	3	.	1
685	1	5	3	.	4
686	5	5	3	.	1
687	5	3	5	.	1
688	5	5	5	.	2
689	4	3	5	.	4
690	3	1	5	.	4
691	2	3	5	.	3
692	4	4	3	.	3
693	1	4	4	.	4
694	3	4	5	.	4
695	3	3	4	.	3
696	5	5	4	.	4
697	3	4	4	.	.
698	3	4	3	.	.
699	2	4	4	.	4
700	2	4	5	.	3
701	.	.	3	.	3
702	.	4	3	.	4
703	5	4	3	.	1
704	4	4	5	.	4
705	3	3	4	.	4
706	3	3	3	.	3
707	1	2	5	.	4
708	5	5	5	.	3
709	2	4	5	.	4
710	5	5	3	.	2
711	4	4	4	.	4
712	3	3	3	.	3
713	2	2	4	.	2
714	3	4	3	.	4
715	2	3	3	.	4
716	5	4	2	.	4
717	5	5	2	.	.
718	3	2	4	.	3
719	2	3	4	.	3
720	3	3	3	.	1
721	4	5	3	.	.
722	2	4	3	.	1
723	4	4	4	.	2
724	5	5	2	.	1
725	5	4	3	.	1
726	4	4	3	.	1
727	4	4	4	.	1
728	4	4	4	.	4
729	2	2	5	.	1
730	4	4	3	.	3
731	.	5	4	.	1
732	4	3	4	.	1
733	1	3	4	.	3
734	3	4	4	.	1
735	.	4	4	.	4
736	3	3	3	.	3
737	3	3	4	.	1
738	2	3	4	.	1
739	5	3	4	.	4
740	4	5	4	.	1
741	3	5	4	.	4
742	2	5	2	.	4
743	.	4	4	.	3
744	4	4	4	.	1
745	.	4	4	.	4
746	5	5	4	.	4
747	4	4	5	.	3
748	3	5	4	.	3
749	3	3	4	.	4
750	5	4	5	.	4
751	4	4	4	.	3
752	3	3	3	.	4
753	1	1	5	.	1
754	5	5	5	.	3
755	5	4	4	.	4
756	4	4	4	.	4
757	2	3	3	.	2
758	4	4	3	.	1
759	3	3	3	.	3
760	.	4	4	.	1
761	4	4	3	.	4
762	5	5	4	.	1
763	3	5	2	.	2
764	5	3	3	.	2
765	3	3	5	.	4
766	.	3	5	.	1
767	.	3	5	.	4
768	4	4	4	.	4
769	2	4	5	.	1
770	2	4	3	.	.
771	4	4	5	.	4
772	.	3	5	.	3
773	5	4	3	.	2
774	3	2	4	.	1
775	4	4	4	.	1
776	2	4	3	.	4
777	5	5	4	.	1
778	3	5	5	.	4
779	1	.	5	.	3
780	1	4	5	.	4
781	4	4	3	.	1
782	2	3	4	.	4
783	5	5	2	.	3
784	3	.	4	.	3
785	4	3	4	.	1
786	4	4	4	.	4
787	4	5	4	.	1
788	3	4	4	.	3
789	3	3	4	.	1
790	.	5	5	.	1
791	3	5	2	.	3
792	3	4	5	.	4
793	1	3	5	.	4
794	4	5	3	.	4
795	3	3	3	.	2
796	3	4	4	.	4
797	5	5	4	.	2
798	3	4	4	.	1
799	3	3	5	.	3
800	3	4	4	.	1
801	3	4	3	.	1
802	1	3	4	.	3
803	4	5	5	.	1
804	1	1	5	.	3
805	4	4	4	.	4
806	.	5	3	.	3
807	.	.	5	.	1
808	3	3	4	.	4
809	2	.	5	.	4
810	4	4	4	.	4
811	5	5	2	.	1
812	5	3	5	.	4
813	3	4	4	.	1
814	1	2	5	.	4
815	4	2	5	.	4
816	5	3	3	.	1
817	3	1	5	.	2
818	5	5	5	.	1
819	2	1	5	.	1
820	2	4	4	.	.
821	.	5	5	.	1
822	3	3	5	.	1
823	4	4	5	.	2
824	.	4	5	.	1
825	.	5	3	.	3
826	1	2	5	.	1
827	3	3	5	.	3
828	3	5	5	.	4
829	3	2	5	.	1
830	1	4	4	.	4
831	.	.	5	.	1
832	5	5	1	.	1
833	3	3	5	.	1
834	3	4	4	.	4
835	3	4	2	.	3
836	.	5	4	.	1
837	.	3	5	.	4
838	1	1	4	.	1
839	3	3	5	.	4
840	1	4	4	.	4
841	2	3	4	.	1
842	1	2	5	.	4
843	.	3	4	.	4
844	1	3	5	.	4
845	1	5	4	.	1
846	5	5	2	.	3
847	3	2	3	.	3
848	4	2	3	.	4
849	2	2	3	.	4
850	1	2	4	.	4
851	1	3	5	.	1
852	2	3	5	.	4
853	2	2	2	.	4
854	3	2	4	.	4
855	4	4	4	.	4
856	1	1	1	.	3
857	3	3	5	.	4
858	5	.	3	.	.
859	5	4	2	.	1
860	4	3	4	.	2
861	4	2	4	.	1
862	5	4	3	.	3
863	3	3	4	.	2
864	1	1	2	.	4
865	5	5	2	.	3
866	.	3	5	.	4
867	5	4	4	.	3
868	1	2	3	.	4
869	2	4	5	.	4
870	5	5	3	.	1
871	4	4	4	.	1
872	4	4	3	.	3
873	2	4	3	.	4
874	4	4	4	.	4
875	2	2	5	.	1
876	5	4	1	.	1
877	3	5	3	.	2
878	3	4	4	.	.
879	4	3	5	.	3
880	.	.	2	.	.
881	5	5	.	.	.
882	5	5	5	.	1
883	4	4	5	.	4
884	.	5	.	.	1
885	4	4	4	.	1
886	5	5	2	.	4
887	4	4	5	.	3
888	4	4	4	.	1
889	5	4	3	.	4
890	4	4	2	.	4
891	.	5	5	.	3
892	3	3	4	.	4
893	5	3	5	.	4
894	2	3	3	.	4
895	4	4	5	.	1
896	3	3	5	.	1
897	5	4	3	.	4
898	4	3	5	.	4
899	3	3	5	.	4
900	2	2	4	.	1
901	3	3	5	.	1
902	5	5	2	.	1
903	5	4	.	.	3
904	4	4	3	.	4
905	5	5	5	.	1
906	4	4	5	.	4
907	3	3	3	.	4
908	2	3	4	.	1
909	4	4	4	.	4
910	4	4	4	.	4
911	5	4	4	.	4
912	2	3	5	.	4
913	3	4	5	.	4
914	5	4	2	.	4
915	2	2	2	.	4
916	3	3	1	.	3
917	3	5	3	.	4
918	2	2	5	.	3
919	3	4	4	.	1
920	5	5	4	.	1
921	4	4	4	.	4
922	3	4	4	.	4
923	1	1	3	.	4
924	1	3	5	.	4
925	3	4	4	.	1
926	4	4	4	.	2
927	2	4	4	.	4
928	1	5	5	.	1
929	4	4	4	.	3
930	5	4	5	.	1
931	3	3	5	.	4
932	1	2	5	.	4
933	2	4	3	.	4
934	3	3	4	.	4
935	3	4	3	.	1
936	3	3	5	.	1
937	3	3	3	.	3
938	2	3	3	.	4
939	4	4	4	.	1
940	4	5	3	.	4
941	3	3	3	.	4
942	3	2	4	.	4
943	3	5	3	.	.
944	3	5	3	.	4
945	3	4	5	.	2
946	.	.	3	.	4
947	3	3	3	.	1
948	.	.	4	.	1
949	3	.	5	.	4
950	3	3	5	.	1
951	5	4	2	.	1
952	4	3	3	.	4
953	3	3	4	.	3
954	5	4	3	.	1
955	1	2	5	.	4
956	2	3	4	.	2
957	4	4	3	.	4
958	3	2	4	.	1
959	3	3	3	.	1
960	2	3	4	.	1
961	3	3	3	.	3
962	3	3	3	.	4
963	.	.	3	.	4
964	1	1	5	.	4
965	2	3	3	.	3
966	4	2	4	.	2
967	3	2	4	.	1
968	3	4	2	.	3
969	.	4	4	.	1
970	2	3	4	.	4
971	3	4	4	.	4
972	3	3	4	.	4
973	2	4	3	.	3
974	3	3	3	.	3
975	5	5	3	.	4
976	5	5	4	.	4
977	3	4	5	.	4
978	4	4	3	.	1
979	1	2	5	.	4
980	2	3	3	.	4
981	3	3	4	.	4
982	4	3	4	.	3
983	.	.	5	.	.
984	3	3	4	.	1
985	2	3	2	.	.
986	.	.	3	.	4
987	3	4	5	.	4
988	1	2	4	.	3
989	.	5	3	.	4
990	4	5	4	.	3
991	3	3	5	.	3
992	.	3	3	.	1
993	3	3	3	.	2
994	4	4	4	.	3
995	.	.	4	.	3
996	5	4	3	.	4
997	5	4	4	.	1
998	1	2	4	.	4
999	2	5	5	.	4
1000	3	2	4	.	4
1001	.	4	3	.	1
1002	1	2	5	.	1
1003	4	3	2	.	3
1004	2	3	4	.	4
1005	5	.	5	.	1
1006	2	2	5	.	4
1007	3	2	2	.	4
1008	3	4	4	.	2
1009	4	4	4	.	1
1010	3	3	3	.	1
1011	5	5	2	.	2
1012	4	2	2	.	4
1013	3	3	5	.	3
1014	5	5	3	.	2
1015	3	4	5	.	1
1016	5	5	5	.	1
1017	2	4	4	.	1
1018	3	4	5	.	3
1019	2	2	5	.	1
1020	2	1	.	.	.
1021	4	4	4	.	4
1022	3	4	3	.	3
1023	1	5	1	.	1
1024	5	2	5	.	1
1025	5	5	.	.	3
1026	5	5	2	.	4
1027	1	1	5	.	3
1028	5	4	4	.	3
1029	4	3	5	.	1
1030	4	5	4	.	1
1031	3	3	2	.	4
1032	3	4	5	.	.
1033	5	2	5	.	1
1034	4	4	2	.	1
1035	5	5	4	.	4
1036	5	4	5	.	3
1037	3	4	4	.	4
1038	3	5	2	.	1
1039	4	4	3	.	4
1040	4	4	3	.	4
1041	1	2	5	.	2
1042	1	3	5	.	1
1043	4	3	5	.	3
1044	3	3	5	.	1
1045	1	4	5	.	1
1046	3	5	3	.	3
1047	3	4	5	.	4
1048	1	4	5	.	3
1049	2	5	4	.	3
1050	1	4	4	.	4
1051	4	3	3	.	2
1052	2	2	4	.	1
1053	3	3	4	.	4
1054	2	4	4	.	3
1055	4	4	4	.	2
1056	1	1	5	.	3
1057	4	3	3	.	4
1058	4	4	4	.	1
1059	2	2	3	.	4
1060	3	3	3	.	4
1061	3	4	5	.	3
1062	5	5	5	.	1
1063	5	5	5	.	4
1064	4	4	2	.	1
1065	5	5	2	.	4
1066	4	4	4	.	1
1067	3	3	3	.	1
1068	4	4	3	.	2
1069	2	2	5	.	4
1070	2	3	4	.	4
1071	4	4	4	.	4
1072	4	4	4	.	4
1073	5	5	3	.	4
1074	3	5	.	.	4
1075	3	4	3	.	1
1076	4	4	2	.	.
1077	1	1	5	.	1
1078	2	4	3	.	3
1079	2	1	3	.	1
1080	3	3	3	.	1
1081	3	3	4	.	3
1082	1	1	5	.	1
1083	1	3	5	.	4
1084	1	1	5	.	3
1085	3	3	4	.	1
1086	2	2	5	.	4
1087	.	4	4	.	4
1088	4	3	4	.	4
1089	3	4	4	.	4
1090	5	5	5	.	4
1091	5	5	3	.	4
1092	2	5	3	.	3
1093	2	.	5	.	4
1094	3	3	4	.	4
1095	4	3	4	.	4
1096	3	5	1	.	1
1097	3	4	5	.	4
1098	4	4	4	.	1
1099	5	4	.	.	3
1100	5	1	5	.	4
1101	5	5	4	.	4
1102	2	3	3	.	1
1103	.	.	3	.	3
1104	1	4	5	.	4
1105	3	3	5	.	2
1106	4	1	5	.	4
1107	3	4	4	.	4
1108	3	3	3	.	1
1109	2	2	5	.	4
1110	3	2	4	.	4
1111	.	4	3	.	.
1112	5	5	4	.	4
1113	1	5	4	.	4
1114	5	4	4	.	4
1115	3	2	5	.	2
1116	2	1	5	.	3
1117	1	2	5	.	.
1118	5	3	5	.	4
1119	2	2	4	.	4
1120	4	5	5	.	4
1121	2	3	2	.	1
1122	5	5	5	.	4
1123	2	3	3	.	3
1124	3	3	4	.	1
1125	5	5	5	.	4
1126	3	3	3	.	.
1127	4	4	4	.	1
1128	4	5	3	.	2
1129	4	4	4	.	1
1130	5	2	2	.	1
1131	2	2	3	.	1
1132	.	5	2	.	3
1133	2	5	3	.	4
1134	.	4	5	.	4
1135	5	5	1	.	3
1136	2	3	5	.	4
1137	1	1	5	.	4
1138	4	3	.	.	4
1139	3	3	5	.	1
1140	2	2	4	.	3
1141	1	5	5	.	3
1142	5	5	2	.	1
1143	3	3	3	.	1
1144	1	1	4	.	4
1145	5	4	5	.	3
1146	5	5	5	.	1
1147	5	3	5	.	1
1148	4	4	5	.	1
1149	2	2	5	.	4
1150	3	5	3	.	4
1151	5	4	4	.	1
1152	5	5	5	.	4
1153	5	5	3	.	.
